batch,cluster,clusterSlug,priority,topicTitle,targetPath,slug,source,currentWordCount,currentFaqCount,recommendedAction
Backlog,Scrap Price Guides & Market Updates,scrap-price-guides-market-updates,High commercial,Computer Scrap Price Guide,/blog/computer-scrap-price-guide/,computer-scrap-price-guide,quarantine-draft,220,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Kerala E-Waste Rules & Compliance,kerala-ewaste-rules-compliance,High authority,E-Waste Rules 2022: Simple Guide for Consumers,/blog/e-waste-rules-2022-simple-guide-for-consumers/,e-waste-rules-2022-simple-guide-for-consumers,quarantine-draft,220,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Preparation & Safety Guides Before Recycling,preparation-safety-guides-before-recycling,High support content,Final Checklist Before Handing Over Electronics,/blog/final-checklist-before-handing-over-electronics/,final-checklist-before-handing-over-electronics,quarantine-draft,220,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Preparation & Safety Guides Before Recycling,preparation-safety-guides-before-recycling,High support content,How to Separate Data-Bearing Devices,/blog/how-to-separate-data-bearing-devices/,how-to-separate-data-bearing-devices,quarantine-draft,220,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Laptop & Computer Recycling,laptop-computer-recycling,High,Laptop Pickup Guide for Kochi,/blog/laptop-pickup-guide-for-kochi/,laptop-pickup-guide-for-kochi,quarantine-draft,220,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Scrap Price Guides & Market Updates,scrap-price-guides-market-updates,High commercial,Bulk Electronics Quote Guide,/blog/bulk-electronics-quote-guide/,bulk-electronics-quote-guide,quarantine-draft,219,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Kerala E-Waste Rules & Compliance,kerala-ewaste-rules-compliance,High authority,E-Waste Legal Basics Without Jargon,/blog/e-waste-legal-basics-without-jargon/,e-waste-legal-basics-without-jargon,quarantine-draft,219,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,"TV, Monitor & Appliance Disposal",tv-monitor-appliance-disposal,High,Broken Electronics Recycling,/blog/broken-electronics-recycling/,broken-electronics-recycling,quarantine-draft,218,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Laptop & Computer Recycling,laptop-computer-recycling,High,Data Safety Before Laptop Recycling,/blog/data-safety-before-laptop-recycling/,data-safety-before-laptop-recycling,quarantine-draft,218,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Preparation & Safety Guides Before Recycling,preparation-safety-guides-before-recycling,High support content,Preparing Hard Drives for Data Destruction,/blog/preparing-hard-drives-for-data-destruction/,preparing-hard-drives-for-data-destruction,quarantine-draft,218,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Kerala E-Waste Rules & Compliance,kerala-ewaste-rules-compliance,High authority,Safe Legal Questions to Ask a Recycler,/blog/safe-legal-questions-to-ask-a-recycler/,safe-legal-questions-to-ask-a-recycler,quarantine-draft,218,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Laptop & Computer Recycling,laptop-computer-recycling,High,What to Include in a Computer Scrap Pickup List,/blog/what-to-include-in-a-computer-scrap-pickup-list/,what-to-include-in-a-computer-scrap-pickup-list,quarantine-draft,218,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Scrap Price Guides & Market Updates,scrap-price-guides-market-updates,High commercial,Battery Scrap Quote Factors,/blog/battery-scrap-quote-factors/,battery-scrap-quote-factors,quarantine-draft,217,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,"TV, Monitor & Appliance Disposal",tv-monitor-appliance-disposal,High,Broken Screen Disposal Safety,/blog/broken-screen-disposal-safety/,broken-screen-disposal-safety,quarantine-draft,217,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Scrap Price Guides & Market Updates,scrap-price-guides-market-updates,High commercial,Laptop Scrap Value Factors,/blog/laptop-scrap-value-factors/,laptop-scrap-value-factors,quarantine-draft,217,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Laptop & Computer Recycling,laptop-computer-recycling,High,Recycling Old Computer Parts,/blog/recycling-old-computer-parts/,recycling-old-computer-parts,quarantine-draft,217,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Scrap Price Guides & Market Updates,scrap-price-guides-market-updates,High commercial,Why Prices Change Over Time,/blog/why-prices-change-over-time/,why-prices-change-over-time,quarantine-draft,217,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Scrap Price Guides & Market Updates,scrap-price-guides-market-updates,High commercial,Monitor and TV Quote Factors,/blog/monitor-and-tv-quote-factors/,monitor-and-tv-quote-factors,quarantine-draft,216,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Kerala E-Waste Rules & Compliance,kerala-ewaste-rules-compliance,High authority,Producer Responsibility Explained Simply,/blog/producer-responsibility-explained-simply/,producer-responsibility-explained-simply,quarantine-draft,216,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Mobile & Small Device Recycling,mobile-small-device-recycling,Medium-high,Recycling Old Accessories and Chargers,/blog/recycling-old-accessories-and-chargers/,recycling-old-accessories-and-chargers,quarantine-draft,216,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Mobile & Small Device Recycling,mobile-small-device-recycling,Medium-high,Charger and Cable Recycling,/blog/charger-and-cable-recycling/,charger-and-cable-recycling,quarantine-draft,215,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Mobile & Small Device Recycling,mobile-small-device-recycling,Medium-high,Earbuds and Headphones Disposal,/blog/earbuds-and-headphones-disposal/,earbuds-and-headphones-disposal,quarantine-draft,215,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Scrap Price Guides & Market Updates,scrap-price-guides-market-updates,High commercial,How Quantity Affects Quote,/blog/how-quantity-affects-quote/,how-quantity-affects-quote,quarantine-draft,215,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Preparation & Safety Guides Before Recycling,preparation-safety-guides-before-recycling,High support content,How to Prepare Old TVs for Pickup,/blog/how-to-prepare-old-tvs-for-pickup/,how-to-prepare-old-tvs-for-pickup,quarantine-draft,215,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Mobile & Small Device Recycling,mobile-small-device-recycling,Medium-high,Mobile Accessories Cleanout Guide,/blog/mobile-accessories-cleanout-guide/,mobile-accessories-cleanout-guide,quarantine-draft,215,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Preparation & Safety Guides Before Recycling,preparation-safety-guides-before-recycling,High support content,What Photos to Send Before E-Waste Pickup,/blog/what-photos-to-send-before-e-waste-pickup/,what-photos-to-send-before-e-waste-pickup,quarantine-draft,215,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Preparation & Safety Guides Before Recycling,preparation-safety-guides-before-recycling,High support content,What to Confirm Before Pickup,/blog/what-to-confirm-before-pickup/,what-to-confirm-before-pickup,quarantine-draft,215,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Scrap Price Guides & Market Updates,scrap-price-guides-market-updates,High commercial,UPS Battery Quote Factors,/blog/ups-battery-quote-factors/,ups-battery-quote-factors,quarantine-draft,214,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Kerala E-Waste Rules & Compliance,kerala-ewaste-rules-compliance,High authority,Why Informal E-Waste Disposal Is Risky,/blog/why-informal-e-waste-disposal-is-risky/,why-informal-e-waste-disposal-is-risky,quarantine-draft,214,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,"TV, Monitor & Appliance Disposal",tv-monitor-appliance-disposal,High,Electronic Appliance Disposal Mistakes,/blog/electronic-appliance-disposal-mistakes/,electronic-appliance-disposal-mistakes,quarantine-draft,213,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Preparation & Safety Guides Before Recycling,preparation-safety-guides-before-recycling,High support content,Safe Storage Tips Before E-Waste Collection,/blog/safe-storage-tips-before-e-waste-collection/,safe-storage-tips-before-e-waste-collection,quarantine-draft,213,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,"TV, Monitor & Appliance Disposal",tv-monitor-appliance-disposal,High,Safe TV Disposal for First-Time Users,/blog/safe-tv-disposal-for-first-time-users/,safe-tv-disposal-for-first-time-users,quarantine-draft,213,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Kerala E-Waste Rules & Compliance,kerala-ewaste-rules-compliance,High authority,E-Waste Rules for First-Time Readers,/blog/e-waste-rules-for-first-time-readers/,e-waste-rules-for-first-time-readers,quarantine-draft,212,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Laptop & Computer Recycling,laptop-computer-recycling,High,Recycling Broken Laptops,/blog/recycling-broken-laptops/,recycling-broken-laptops,quarantine-draft,212,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,"TV, Monitor & Appliance Disposal",tv-monitor-appliance-disposal,High,"Repair, Resale or Recycling?",/blog/repair-resale-or-recycling/,repair-resale-or-recycling,quarantine-draft,212,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Preparation & Safety Guides Before Recycling,preparation-safety-guides-before-recycling,High support content,Safety Mistakes to Avoid with Old Electronics,/blog/safety-mistakes-to-avoid-with-old-electronics/,safety-mistakes-to-avoid-with-old-electronics,quarantine-draft,212,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Scrap Price Guides & Market Updates,scrap-price-guides-market-updates,High commercial,E-Waste Scrap Quote FAQ,/blog/e-waste-scrap-quote-faq/,e-waste-scrap-quote-faq,quarantine-draft,211,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Kerala E-Waste Rules & Compliance,kerala-ewaste-rules-compliance,High authority,How to Check Whether an E-Waste Recycler Is Responsible,/blog/how-to-check-whether-an-e-waste-recycler-is-responsible/,how-to-check-whether-an-e-waste-recycler-is-responsible,quarantine-draft,211,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,"Printer, Scanner & Office Peripheral Recycling",printer-scanner-office-peripheral-recycling,Medium-high,Office Peripheral Pickup Checklist,/blog/office-peripheral-pickup-checklist/,office-peripheral-pickup-checklist,quarantine-draft,211,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Kerala E-Waste Rules & Compliance,kerala-ewaste-rules-compliance,High authority,CPCB and E-Waste: What Consumers Should Know,/blog/cpcb-and-e-waste-what-consumers-should-know/,cpcb-and-e-waste-what-consumers-should-know,quarantine-draft,210,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Preparation & Safety Guides Before Recycling,preparation-safety-guides-before-recycling,High support content,How to Prepare Mixed Electronics,/blog/how-to-prepare-mixed-electronics/,how-to-prepare-mixed-electronics,quarantine-draft,210,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Preparation & Safety Guides Before Recycling,preparation-safety-guides-before-recycling,High support content,How to Separate Batteries from Mixed E-Waste,/blog/how-to-separate-batteries-from-mixed-e-waste/,how-to-separate-batteries-from-mixed-e-waste,quarantine-draft,210,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Mobile & Small Device Recycling,mobile-small-device-recycling,Medium-high,Reuse vs Recycling for Old Mobile Phones,/blog/reuse-vs-recycling-for-old-mobile-phones/,reuse-vs-recycling-for-old-mobile-phones,quarantine-draft,210,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,"TV, Monitor & Appliance Disposal",tv-monitor-appliance-disposal,High,Screen Damage and Recycling,/blog/screen-damage-and-recycling/,screen-damage-and-recycling,quarantine-draft,210,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Preparation & Safety Guides Before Recycling,preparation-safety-guides-before-recycling,High support content,E-Waste Preparation FAQ,/blog/e-waste-preparation-faq/,e-waste-preparation-faq,quarantine-draft,209,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Kerala E-Waste Rules & Compliance,kerala-ewaste-rules-compliance,High authority,E-Waste Rules FAQ for Kerala Residents,/blog/e-waste-rules-faq-for-kerala-residents/,e-waste-rules-faq-for-kerala-residents,quarantine-draft,209,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,"Printer, Scanner & Office Peripheral Recycling",printer-scanner-office-peripheral-recycling,Medium-high,How Offices Should Sort IT Accessories,/blog/how-offices-should-sort-it-accessories/,how-offices-should-sort-it-accessories,quarantine-draft,209,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,"Printer, Scanner & Office Peripheral Recycling",printer-scanner-office-peripheral-recycling,Medium-high,Mixed Peripheral Recycling for Businesses,/blog/mixed-peripheral-recycling-for-businesses/,mixed-peripheral-recycling-for-businesses,quarantine-draft,209,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Kerala E-Waste Rules & Compliance,kerala-ewaste-rules-compliance,High authority,What Is a Dismantler vs Recycler?,/blog/what-is-a-dismantler-vs-recycler/,what-is-a-dismantler-vs-recycler,quarantine-draft,209,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Preparation & Safety Guides Before Recycling,preparation-safety-guides-before-recycling,High support content,What Not to Do Before Recycling Electronics,/blog/what-not-to-do-before-recycling-electronics/,what-not-to-do-before-recycling-electronics,quarantine-draft,209,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,"Printer, Scanner & Office Peripheral Recycling",printer-scanner-office-peripheral-recycling,Medium-high,Electronics Desk Cleanout Checklist,/blog/electronics-desk-cleanout-checklist/,electronics-desk-cleanout-checklist,quarantine-draft,208,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Kerala E-Waste Rules & Compliance,kerala-ewaste-rules-compliance,High authority,Kerala E-Waste Awareness Guide,/blog/kerala-e-waste-awareness-guide/,kerala-e-waste-awareness-guide,quarantine-draft,208,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Scrap Price Guides & Market Updates,scrap-price-guides-market-updates,High commercial,Market-Linked Electronics Quotes,/blog/market-linked-electronics-quotes/,market-linked-electronics-quotes,quarantine-draft,208,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Preparation & Safety Guides Before Recycling,preparation-safety-guides-before-recycling,High support content,Office E-Waste Preparation Checklist,/blog/office-e-waste-preparation-checklist/,office-e-waste-preparation-checklist,quarantine-draft,208,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Mobile & Small Device Recycling,mobile-small-device-recycling,Medium-high,Old Smartwatch Recycling,/blog/old-smartwatch-recycling/,old-smartwatch-recycling,quarantine-draft,208,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Mobile & Small Device Recycling,mobile-small-device-recycling,Medium-high,Safe Disposal of Gadgets with Batteries,/blog/safe-disposal-of-gadgets-with-batteries/,safe-disposal-of-gadgets-with-batteries,quarantine-draft,208,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Kerala E-Waste Rules & Compliance,kerala-ewaste-rules-compliance,High authority,Why Authorized Handling Matters,/blog/why-authorized-handling-matters/,why-authorized-handling-matters,quarantine-draft,208,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,"TV, Monitor & Appliance Disposal",tv-monitor-appliance-disposal,High,How to Move Large Electronics Safely,/blog/how-to-move-large-electronics-safely/,how-to-move-large-electronics-safely,quarantine-draft,207,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,"TV, Monitor & Appliance Disposal",tv-monitor-appliance-disposal,High,Large Electronics Pickup,/blog/large-electronics-pickup/,large-electronics-pickup,quarantine-draft,207,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,"TV, Monitor & Appliance Disposal",tv-monitor-appliance-disposal,High,Appliance E-Waste,/blog/appliance-e-waste/,appliance-e-waste,quarantine-draft,206,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Kerala E-Waste Rules & Compliance,kerala-ewaste-rules-compliance,High authority,Kerala Users and E-Waste Disposal Basics,/blog/kerala-users-and-e-waste-disposal-basics/,kerala-users-and-e-waste-disposal-basics,quarantine-draft,206,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,"TV, Monitor & Appliance Disposal",tv-monitor-appliance-disposal,High,LED TV Recycling Guide,/blog/led-tv-recycling-guide/,led-tv-recycling-guide,quarantine-draft,206,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,"Printer, Scanner & Office Peripheral Recycling",printer-scanner-office-peripheral-recycling,Medium-high,Small Office IT Scrap Pickup,/blog/small-office-it-scrap-pickup/,small-office-it-scrap-pickup,quarantine-draft,206,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,"Printer, Scanner & Office Peripheral Recycling",printer-scanner-office-peripheral-recycling,Medium-high,What Happens to Office Accessories?,/blog/what-happens-to-office-accessories/,what-happens-to-office-accessories,quarantine-draft,206,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Scrap Price Guides & Market Updates,scrap-price-guides-market-updates,High commercial,Working Status and Electronics Value,/blog/working-status-and-electronics-value/,working-status-and-electronics-value,quarantine-draft,206,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Mobile & Small Device Recycling,mobile-small-device-recycling,Medium-high,Broken Smartphone Recycling,/blog/broken-smartphone-recycling/,broken-smartphone-recycling,quarantine-draft,205,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,"Printer, Scanner & Office Peripheral Recycling",printer-scanner-office-peripheral-recycling,Medium-high,Copier Disposal for Offices,/blog/copier-disposal-for-offices/,copier-disposal-for-offices,quarantine-draft,205,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Laptop & Computer Recycling,laptop-computer-recycling,High,Home Computer Cleanout Checklist,/blog/home-computer-cleanout-checklist/,home-computer-cleanout-checklist,quarantine-draft,205,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,"Printer, Scanner & Office Peripheral Recycling",printer-scanner-office-peripheral-recycling,Medium-high,Office Peripheral Sorting Guide,/blog/office-peripheral-sorting-guide/,office-peripheral-sorting-guide,quarantine-draft,205,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Mobile & Small Device Recycling,mobile-small-device-recycling,Medium-high,Small Gadget Recycling,/blog/small-gadget-recycling/,small-gadget-recycling,quarantine-draft,205,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Laptop & Computer Recycling,laptop-computer-recycling,High,What Makes Laptop Recycling Safe?,/blog/what-makes-laptop-recycling-safe/,what-makes-laptop-recycling-safe,quarantine-draft,205,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Preparation & Safety Guides Before Recycling,preparation-safety-guides-before-recycling,High support content,Bulk Pickup Preparation for Businesses,/blog/bulk-pickup-preparation-for-businesses/,bulk-pickup-preparation-for-businesses,quarantine-draft,204,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Scrap Price Guides & Market Updates,scrap-price-guides-market-updates,High commercial,How Location Affects Quote,/blog/how-location-affects-quote/,how-location-affects-quote,quarantine-draft,204,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Preparation & Safety Guides Before Recycling,preparation-safety-guides-before-recycling,High support content,How to Avoid Pickup Delays,/blog/how-to-avoid-pickup-delays/,how-to-avoid-pickup-delays,quarantine-draft,204,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,"Printer, Scanner & Office Peripheral Recycling",printer-scanner-office-peripheral-recycling,Medium-high,Office Accessory Recycling Guide,/blog/office-accessory-recycling-guide/,office-accessory-recycling-guide,quarantine-draft,204,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Mobile & Small Device Recycling,mobile-small-device-recycling,Medium-high,Old Mobile Phone Value,/blog/old-mobile-phone-value/,old-mobile-phone-value,quarantine-draft,204,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Preparation & Safety Guides Before Recycling,preparation-safety-guides-before-recycling,High support content,How to List Items for Faster Pickup Confirmation,/blog/how-to-list-items-for-faster-pickup-confirmation/,how-to-list-items-for-faster-pickup-confirmation,quarantine-draft,203,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,"TV, Monitor & Appliance Disposal",tv-monitor-appliance-disposal,High,Monitor Disposal Guide,/blog/monitor-disposal-guide/,monitor-disposal-guide,quarantine-draft,203,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Server & Network Equipment Recycling,server-network-equipment-recycling,High B2B,Rack Server Pickup Checklist,/blog/rack-server-pickup-checklist/,rack-server-pickup-checklist,quarantine-draft,203,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Mobile & Small Device Recycling,mobile-small-device-recycling,Medium-high,Tablet Disposal for Students,/blog/tablet-disposal-for-students/,tablet-disposal-for-students,quarantine-draft,203,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Kerala E-Waste Rules & Compliance,kerala-ewaste-rules-compliance,High authority,How to Read an E-Waste Collection Document,/blog/how-to-read-an-e-waste-collection-document/,how-to-read-an-e-waste-collection-document,quarantine-draft,202,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Mobile & Small Device Recycling,mobile-small-device-recycling,Medium-high,How to Remove Data Before Recycling a Phone,/blog/how-to-remove-data-before-recycling-a-phone/,how-to-remove-data-before-recycling-a-phone,quarantine-draft,202,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Scrap Price Guides & Market Updates,scrap-price-guides-market-updates,High commercial,How to Request a Scrap Estimate,/blog/how-to-request-a-scrap-estimate/,how-to-request-a-scrap-estimate,quarantine-draft,202,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Server & Network Equipment Recycling,server-network-equipment-recycling,High B2B,How to Sort Server Room E-Waste,/blog/how-to-sort-server-room-e-waste/,how-to-sort-server-room-e-waste,quarantine-draft,202,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,"Printer, Scanner & Office Peripheral Recycling",printer-scanner-office-peripheral-recycling,Medium-high,"Ink, Toner and Printer Waste",/blog/ink-toner-and-printer-waste/,ink-toner-and-printer-waste,quarantine-draft,202,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,"TV, Monitor & Appliance Disposal",tv-monitor-appliance-disposal,High,Office Monitor Recycling,/blog/office-monitor-recycling/,office-monitor-recycling,quarantine-draft,202,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Scrap Price Guides & Market Updates,scrap-price-guides-market-updates,High commercial,Old Device Quote Checklist,/blog/old-device-quote-checklist/,old-device-quote-checklist,quarantine-draft,202,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Mobile & Small Device Recycling,mobile-small-device-recycling,Medium-high,Personal Device Recycling for Families,/blog/personal-device-recycling-for-families/,personal-device-recycling-for-families,quarantine-draft,202,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,"Printer, Scanner & Office Peripheral Recycling",printer-scanner-office-peripheral-recycling,Medium-high,Router Disposal and Data Safety,/blog/router-disposal-and-data-safety/,router-disposal-and-data-safety,quarantine-draft,202,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Scrap Price Guides & Market Updates,scrap-price-guides-market-updates,High commercial,Scrap Quote Questions for First-Time Users,/blog/scrap-quote-questions-for-first-time-users/,scrap-quote-questions-for-first-time-users,quarantine-draft,202,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Preparation & Safety Guides Before Recycling,preparation-safety-guides-before-recycling,High support content,How to Label Office IT Assets,/blog/how-to-label-office-it-assets/,how-to-label-office-it-assets,quarantine-draft,201,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Kerala E-Waste Rules & Compliance,kerala-ewaste-rules-compliance,High authority,Responsible Recycler Checklist,/blog/responsible-recycler-checklist/,responsible-recycler-checklist,quarantine-draft,201,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Preparation & Safety Guides Before Recycling,preparation-safety-guides-before-recycling,High support content,What Details to Send on WhatsApp,/blog/what-details-to-send-on-whatsapp/,what-details-to-send-on-whatsapp,quarantine-draft,201,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Kerala E-Waste Rules & Compliance,kerala-ewaste-rules-compliance,High authority,Compliance Questions Before Bulk Pickup,/blog/compliance-questions-before-bulk-pickup/,compliance-questions-before-bulk-pickup,quarantine-draft,200,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Scrap Price Guides & Market Updates,scrap-price-guides-market-updates,High commercial,Photos That Help Estimate Electronics Value,/blog/photos-that-help-estimate-electronics-value/,photos-that-help-estimate-electronics-value,quarantine-draft,200,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,"Printer, Scanner & Office Peripheral Recycling",printer-scanner-office-peripheral-recycling,Medium-high,Router and Network Device Recycling,/blog/router-and-network-device-recycling/,router-and-network-device-recycling,quarantine-draft,200,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Mobile & Small Device Recycling,mobile-small-device-recycling,Medium-high,Damaged Power Bank Safety,/blog/damaged-power-bank-safety/,damaged-power-bank-safety,quarantine-draft,199,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Mobile & Small Device Recycling,mobile-small-device-recycling,Medium-high,Mobile Recycling Mistakes to Avoid,/blog/mobile-recycling-mistakes-to-avoid/,mobile-recycling-mistakes-to-avoid,quarantine-draft,199,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,"Printer, Scanner & Office Peripheral Recycling",printer-scanner-office-peripheral-recycling,Medium-high,Peripheral Recycling Mistakes to Avoid,/blog/peripheral-recycling-mistakes-to-avoid/,peripheral-recycling-mistakes-to-avoid,quarantine-draft,199,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,"TV, Monitor & Appliance Disposal",tv-monitor-appliance-disposal,High,TV Recycling Near Me,/blog/tv-recycling-near-me/,tv-recycling-near-me,quarantine-draft,199,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Mobile & Small Device Recycling,mobile-small-device-recycling,Medium-high,What Photos Help Confirm Mobile Quote?,/blog/what-photos-help-confirm-mobile-quote/,what-photos-help-confirm-mobile-quote,quarantine-draft,199,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
Backlog,Mobile & Small Device Recycling,mobile-small-device-recycling,Medium-high,What to Do with Dead Phones,/blog/what-to-do-with-dead-phones/,what-to-do-with-dead-phones,quarantine-draft,199,4,Rewrite substantially to 1200+ original words; do not publish the generated draft as-is.
